name,blurb,slug,category,name_len,name_len_clean,launched_at_weekday,deadline_hr,created_at_month,launched_at_hr,create_to_launch_days,launch_to_deadline_days,SuccessfulBool,usd_goal,category_success_rate,category_popularity,category_median_goal,goal_vs_cat_median,location_popularity,location_success_rate
Real Estate 3D Photos & Historical Structure Documentation,Real Estate 3D Photo Service as an addition to aerial photos and videos and to document historical structures in Central Arkansas.,real-estate-3d-photos-and-historical-structure-doc,Places,8.0,8.0,Monday,7,7,8,3,13,0,8.77971129020447,0.0,4.61512051684126,8.006700845440367,0.5726789180866209,3.7612001156935624,0.22727272727272727
Help Photograph a Sailors Journey,"I'm an Active duty US Sailor that wants to share his journeys, expiernces, and memories with the world through his photos!",help-photograph-a-sailors-journey,Places,5.0,4.0,Monday,15,3,15,5,30,0,9.210440366976517,0.0,4.61512051684126,8.006700845440367,0.7901556998853545,0.6931471805599453,0.3333333333333333
Drone aerial tour of Riverfront Park for Spokane,We would like to shoot an aerial tour of Riverfront park to give to the city to use for promotional purposes,aerial-tour-of-riverfront-park,Places,8.0,6.0,Monday,2,7,14,13,30,0,9.90353755128617,0.0,4.61512051684126,8.006700845440367,1.0636193505592049,6.148468295917647,0.31982942430703626
Adventure Teddy,Ever wanted to see your or a loved ones little friend in some of the most iconic places in the world?,adventure-teddy,Places,2.0,2.0,Monday,11,7,11,0,60,0,7.8428232812811896,0.0,4.61512051684126,8.006700845440367,-0.1517571583466108,5.655991810819852,0.6062717770034843
The American Wasteland,We are a young couple trying to share the beauty in the dead ruins across America. We are searching to find new unique places to share,the-american-wasteland,Places,3.0,3.0,Sunday,9,7,9,11,60,0,9.210440366976517,0.0,4.61512051684126,8.006700845440367,0.7901556998853545,8.000014093678072,0.374916163648558
Trapped in Rural Decay: A Gallery of Oklahoma Photography,A gallery highlighting the haunting truth behind once functional and beautiful objects that have since been broken and forgotten.,trapped-in-rural-decay-a-gallery-of-oklahoma-photo,Places,9.0,7.0,Tuesday,18,11,18,1,30,0,9.392745258631441,0.0,4.61512051684126,8.006700845440367,0.8696369375808896,4.0943445622221,0.16393442622950818
Minnesota Roads and Trails,I will be photographing the Twin Cities Metro mountain bike trails this summer making limited edition cards/prints from the series.,minnesota-roads-and-trails,Places,4.0,3.0,Tuesday,19,4,17,8,12,0,5.5254529391317835,0.0,4.61512051684126,8.006700845440367,-1.2473908232738389,5.5134287461649825,0.30522088353413657
Penn State: We Are...Forever,We Are...Penn State! A 'day in the life' series.,penn-state-we-areforever,Places,4.0,4.0,Friday,16,12,16,6,14,0,6.55250788703459,0.0,4.61512051684126,8.006700845440367,-0.8977979733547342,5.998936561946683,0.297029702970297
New England Libraries: A Photographic Journey,A photography project geared towards preserving the beauty and culture of small-town libraries in New England.,new-england-libraries-a-photographic-journey,Places,6.0,6.0,Sunday,17,3,17,108,30,0,9.517898598432753,0.0,4.61512051684126,8.006700845440367,0.9207598317508395,4.060443010546419,0.288135593220339
Eastatoe Trail Tours,"Initial, start up funds sought to fund a lively, knowledgeable, guided waterfall tour guide service for ""The Land of the Waterfalls""",eastatoe-trail-tours,Places,3.0,3.0,Thursday,13,5,13,1,45,0,9.210440366976517,0.0,4.61512051684126,8.006700845440367,0.7901556998853545,5.68697535633982,0.2939189189189189
The ARTventure of Photography's erste Galerieausstellung,"Dynamische, dramatische und künstlerische Darstellungen von Reisen, verlassenen Orten und Alltagssituationen. Meine erste Galerie.",the-artventure-of-photographys-erste-gallerieausst,Places,6.0,5.0,Tuesday,9,7,9,31,30,0,6.333283793317517,0.0,4.61512051684126,8.006700845440367,-0.9833574489753998,3.2188758248682006,0.19230769230769232
Archaeology in Modern Landscapes,Join our campaign to capture how history hides in plain sight through the arts of photography and research!,archaeology-in-modern-landscapes,Places,4.0,3.0,Wednesday,12,10,12,592,30,0,8.006700845440367,0.0,4.61512051684126,8.006700845440367,0.0,5.049856007249537,0.28662420382165604
Arizona's backcountry,"We document Arizona's backcountry roads. We map them, bring together the local history, and educate the public.",arizonas-backcountry,Places,2.0,2.0,Thursday,3,11,3,0,30,0,8.987321812850125,0.0,4.61512051684126,8.006700845440367,0.6834104154419197,5.726847747587197,0.16883116883116883
First minutes coverage of Hurricane Sandy 100% iPhone made,Production of large acrylic prints and exposition of the first professional 100% iPhone made coverage of very first moments of Sandy,first-minutes-coverage-of-hurricane-sandy-100-ipho,Places,9.0,8.0,Saturday,17,1,17,0,30,0,9.210440366976517,0.0,4.61512051684126,8.006700845440367,0.7901556998853545,7.323170717943469,0.4346965699208443
Kuramathi: 360 Panoramas in Paradise,The atolls of the Maldives are a true paradise on Earth. This project will capture this paradise in a stunning 360 panoramic tour,kuramathi-360-panoramas-in-paradise,Places,5.0,4.0,Wednesday,5,2,5,74,30,0,8.424517828152206,0.0,4.61512051684126,8.006700845440367,0.34911835258106305,0.6931471805599453,0.3333333333333333
Learn Nicaragua,"My project is to create a website with information about culture, nature, people and traditions of the 17 small states of Nicaragua.",learn-nicaragua,Places,2.0,2.0,Wednesday,14,2,14,15,30,0,8.006700845440367,0.0,4.61512051684126,8.006700845440367,0.0,0.6931471805599453,0.3333333333333333
Epic Battles of Metropolis!,3D Art and Photography combine in an epic journey across the great states!,epic-battles-of-metropolis,Places,4.0,3.0,Tuesday,22,7,22,48,30,0,8.987321812850125,0.0,4.61512051684126,8.006700845440367,0.6834104154419197,5.598421958998375,0.19557195571955718
The Sharper Image,"Photographic canvas prints depicting different scenes from around the globe, including local images taken in Sussex England.",the-sharper-image,Places,3.0,3.0,Tuesday,4,11,4,1,32,0,7.327905484623414,0.0,4.61512051684126,8.006700845440367,-0.5180764890811487,7.633369649679584,0.3313981615868408
Scenes from New Orleans,I create canvas prints of images from in and around New Orleans,scenes-from-new-orleans,Places,4.0,3.0,Sunday,16,8,13,2,57,0,6.90875477931522,0.0,4.61512051684126,8.006700845440367,-0.7409588023629939,7.323170717943469,0.4346965699208443
Follow in footsteps an awesome book adventure,I am a photographer who is inspired by the original Jules Verne story. I will make a thousands of photo and video materials for You.,follow-in-footsteps-an-awesome-book-adventure,Places,7.0,5.0,Tuesday,16,8,16,1,30,0,10.407788237110664,0.0,4.61512051684126,8.006700845440367,1.224095201569755,7.633369649679584,0.3313981615868408
Lets see Kansas together!,25 Kansas State Parks in the next year. What a great adventure to take together. Join me. Together we can photo this beautiful state.,lets-see-kansas-together,Places,4.0,4.0,Tuesday,10,5,10,1,10,0,7.0909098220799835,0.0,4.61512051684126,8.006700845440367,-0.6501306043728308,4.31748811353631,0.19736842105263158
Live 4 The Rush: Palooza Pics,We've explored some of the most amazing places in New Zealand and can't think of a better way to share our experiences than a photo :),live-4-the-rush-palooza-pics,Places,6.0,6.0,Saturday,5,12,15,1,21,0,7.314672119483385,0.0,4.61512051684126,8.006700845440367,-0.525928238555862,3.1354942159291497,0.3333333333333333
Missouri In Pictures,Show the world the beauty that is in all of our back yards!,missouri-in-pictures,Places,3.0,3.0,Thursday,20,3,20,3,30,0,7.313886831633462,0.0,4.61512051684126,8.006700845440367,-0.5263922411251909,5.19295685089021,0.2596685082872928
Aerial Photography :  Americas Most Impressive Structures,Aerial Photographs of Historical Structures and Landmarks across the US. Experience the Antique structures from the most Unique Angles!,aerial-photography-americas-most-impressive-struct,Places,7.0,7.0,Thursday,16,11,16,7,30,0,8.922791623969637,0.0,4.61512051684126,8.006700845440367,0.6502870576169524,8.000014093678072,0.374916163648558
The Right Side of Texas,Southeast Texas as seen through the lens of a cell phone camera,the-right-side-of-texas,Places,5.0,4.0,Wednesday,14,12,23,5,30,0,6.248042874508429,0.0,4.61512051684126,8.006700845440367,-1.0147443190589156,6.80128303447162,0.21666666666666667
A Side Of The World In Canvas,I want to be able to have my own photography inside a canvas and have it be displayed everywhere.,a-side-of-the-world-in-canvas,Places,7.0,7.0,Wednesday,18,9,18,8,30,0,7.0909098220799835,0.0,4.61512051684126,8.006700845440367,-0.6501306043728308,8.000014093678072,0.374916163648558
An Italian Adventure,Discover Italy through photography.,an-italian-adventure,Places,3.0,3.0,Monday,15,8,15,3,30,0,11.132036390950109,0.0,4.61512051684126,8.006700845440367,1.4171473608443688,1.6094379124341003,0.16666666666666666
"Ireland from a Kite, a unique photographic book","Hi, my name is Ciarán May & i'm a photographer from Co Fermanagh, Ireland. With your support  we can bring this wonderful book to life.",ireland-from-a-kite-a-unique-photographic-book,Places,8.0,5.0,Friday,11,2,11,4,30,0,9.888962176184142,0.0,4.61512051684126,8.006700845440367,1.0585751703379702,3.5553480614894135,0.2777777777777778
The Views of Pittsburgh,A portfolio collage of beautiful pictures of authentic Pittsburgh locations and scenery.,the-views-of-pittsburgh,Places,4.0,3.0,Tuesday,19,2,19,0,45,0,3.258096538021482,0.0,4.61512051684126,8.006700845440367,-1.7489570962012306,5.998936561946683,0.297029702970297
Picturing Italy,A trip to fulfill a dream of capturing the wonders and history of ancient Italy in person.,picturing-italy,Places,2.0,2.0,Thursday,14,1,14,16,30,0,9.99884318585288,0.0,4.61512051684126,8.006700845440367,1.0959896326479237,3.4339872044851463,0.0625
"""BENDING AXIS"" New album by Blues/Rock band THE BLUES HAWKS!",Original Bad Ass Blues that will Rock your Heart and Soul! The Blues Hawks is making an exciting new album! We would love your support!,bending-axis-new-album-by-blues-rock-band-the-blue,Blues,10.0,9.0,Friday,10,11,10,84,30,0,8.987321812850125,0.9,3.044522437723423,9.129189724796937,-0.1326654407498613,5.579729825986222,0.20676691729323307
"Round 2 - Dirty Red & The SoulShakers ""Cloudless Day""","Dirty Red & The SoulShakers are a 4-piece, blues band from Oklahoma, working to finish their new album, Cloudless Day.",round-2-dirty-red-and-the-soulshakers-cloudless-da,Blues,10.0,10.0,Wednesday,23,1,11,21,37,0,8.412054873292933,0.9,3.044522437723423,9.129189724796937,-0.5406571178551924,4.0943445622221,0.16393442622950818
Help Produce The Songs of Blind Willie Johnson,A tribute to Blind Willie Johnson takes you into the world of early blues and gospel and the making of an all-star compilation.,help-produce-the-songs-of-blind-willie-johnson,Blues,8.0,7.0,Tuesday,20,11,15,328,32,1,11.736077016252437,0.9,3.044522437723423,9.129189724796937,1.2828451542625585,7.323170717943469,0.4346965699208443
Brooklyn Rod & Gun: The Last 90 Days of 59 Kent,"Documenting the 6 year history of the Brooklyn Rod & Gun, and its meandering development into a haven for musicians and locals alike.",brooklyn-rod-and-gun-the-last-90-days-of-59-kent,Blues,11.0,10.0,Wednesday,23,10,14,10,23,1,9.210440366976517,0.9,3.044522437723423,9.129189724796937,0.07811837318708623,7.323170717943469,0.4346965699208443
Jalopy Records Seven Inch Subscription Series,"A shiny new album sent every 4 weeks! 13 albums like gifts given all year long by great American folk, roots, blues & country artists!",jalopy-records-seven-inch-subscription-series,Blues,6.0,6.0,Thursday,22,7,13,58,29,1,9.798182590890704,0.9,3.044522437723423,9.129189724796937,0.5122203703109265,7.323170717943469,0.4346965699208443
"""Grit"": The Soul Blues album debut by Vintage#18!",The fiery Soul Blues band Vintage#18 is releasing their debut album and they need your support!,grit-the-soul-blues-album-debut-by-vintage18,Blues,8.0,7.0,Sunday,9,7,9,106,30,1,9.61587214452889,0.9,3.044522437723423,9.129189724796937,0.3965470735399783,5.049856007249537,0.28662420382165604
"Cedell Davis, Last of the Original Delta Bluesmen.","Historical recording project, high profile producer, rock star backing band. We just need studio costs covered.",cedell-davis-last-of-the-original-delta-bluesmen,Blues,8.0,6.0,Monday,23,7,21,4,16,1,7.937731775260109,0.9,3.044522437723423,9.129189724796937,-0.7845670527103529,3.7612001156935624,0.22727272727272727
The Ice Queen,Sue Foley's new CD The Ice Queen to be recorded in Austin TX with the heavyweights of Texas blues.,the-ice-queen,Blues,3.0,3.0,Tuesday,20,10,8,29,33,1,10.221977646629885,0.9,3.044522437723423,9.129189724796937,0.7384971109686695,6.80128303447162,0.21666666666666667
DRIVIN' IT DOWN! Full-Band Blues Album by Justin Johnson!,"DRIVIN' IT DOWN: Full-band, Revved-Up, Electric Blues & Roots Album by Justin Johnson",drivin-it-down-full-band-blues-album-by-justin-joh,Blues,9.0,8.0,Tuesday,23,10,23,2,30,1,9.90353755128617,0.9,3.044522437723423,9.129189724796937,0.5734329337152827,5.117993812416755,0.23809523809523808
Ranky Tanky: Gullah Music of the Carolina Coast,"Charleston, SC-based quintet reviving the extraordinary Gullah music of America's southeastern Sea Islands.",ranky-tanky-gullah-music-of-the-carolina-coast,Blues,8.0,6.0,Tuesday,12,9,12,23,30,1,9.392745258631441,0.9,3.044522437723423,9.129189724796937,0.23392959926211307,4.406719247264253,0.24096385542168675
Tin Pan - American Roots Music Volume Six,"Having honed our sound over the last 6 years and 5 full-length albums, we are excited to release a record of original material.",tin-pan-american-roots-music-volume-six,Blues,8.0,8.0,Tuesday,9,9,9,138,30,1,8.922791623969637,0.9,3.044522437723423,9.129189724796937,-0.18763914402238804,7.323170717943469,0.4346965699208443
Familiar Places: An album,"I want to make a professional caliber album of songs about heartbreak, lost love, and the joys of the musical struggle",familiar-places-an-album,Blues,4.0,4.0,Wednesday,8,6,8,33,30,1,9.210440366976517,0.9,3.044522437723423,9.129189724796937,0.07811837318708623,8.000014093678072,0.374916163648558
The Kentucky Gentlemen: Debut EP,"The Power-Blues Duos first all original CD.  Help the band do it right, and get great rewards like hand made amps or cigar box guitars!",the-kentucky-gentlemen-debut-ep,Blues,5.0,5.0,Friday,0,8,0,24,45,1,9.04793908261736,0.9,3.044522437723423,9.129189724796937,-0.07811837318708459,4.31748811353631,0.19736842105263158
